fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,22-Jan-92,3,0,4,0,1,0,0,2
Dave Galera,"5' 11""",135 lbs.,,Orthodox,12-Jan-78,2,1,1,0,0,0,0,2
Daniel Gallemore,"6' 5""",265 lbs.,,,,3,0,6,1,0,0,0,0
Tom Gallicchio,"5' 10""",170 lbs.,,Southpaw,23-Sep-86,4,0,7,0,1,0,0,0
Turrell Galloway,"5' 3""",145 lbs.,,,,0,0,0,0,0,0,0,0
Zelg Galesic,"6' 2""",185 lbs.,,Orthodox,16-Feb-79,5,1,1,1,1,1,0,1
Eric Galvan,,155 lbs.,,,,0,0,0,0,0,0,0,0
Lucas Gamaza,,170 lbs.,,,,8,0,7,0,0,0,0,0
Marcos Galvao,"5' 7""",135 lbs.,,Orthodox,23-Jun-81,2,0,4,1,2,0,1,1
Andre Galvao,"5' 7""",168 lbs.,,Orthodox,29-Sep-82,2,1,2,1,2,0,0,3
Joey Gambino,"5' 7""",145 lbs.,,Orthodox,26-Oct-88,2,0,3,1,0,0,0,1
Mateusz Gamrot,"5' 10""",155 lbs.,"70""",Southpaw,11-Dec-90,3,0,2,1,5,0,1,0
Shamil Gamzatov,"6' 2""",205 lbs.,"76""",Orthodox,9-Aug-90,4,0,2,1,0,0,1,0
Manvel Gamburyan,"5' 5""",135 lbs.,"67""",Orthodox,8-May-81,2,0,3,1,3,0,1,1
Ariel Gandulla,"5' 11""",205 lbs.,,Orthodox,7-May-68,2,0,2,1,2,1,0,0
Eduardo Garagorri,"5' 9""",145 lbs.,"70""",Orthodox,28-May-89,3,1,2,1,0,1,1,0
Sean Gannon,"6' 3""",265 lbs.,,Southpaw,,0,0,6,0,0,0,1,0
Ciryl Gane,"6' 4""",245 lbs.,"81""",Orthodox,12-Apr-90,5,1,2,1,1,0,1,1
Cody Garbrandt,"5' 8""",135 lbs.,"65""",Orthodox,7-Jul-91,3,0,3,1,1,0,1,0
Leonard Garcia,"5' 10""",145 lbs.,"68""",Orthodox,14-Jul-79,3,0,5,1,0,0,0,1
Alejandro Garcia,"5' 7""",145 lbs.,,,,1,1,1,1,9,1,1,0
Edgar Garcia,"5' 10""",170 lbs.,"71""",Orthodox,22-Feb-84,3,0,4,1,2,1,1,1
Nick Garcia,"5' 4""",125 lbs.,,,,1,0,3,1,0,0,1,5
Alex Garcia,"5' 9""",170 lbs.,"72""",Orthodox,14-Jul-87,2,0,3,1,4,1,1,0
Steve Garcia,"6' 0""",155 lbs.,"75""",Southpaw,22-May-92,4,1,3,0,1,0,1,1
Elias Garcia,"5' 5""",125 lbs.,"67""",Southpaw,13-Sep-92,2,0,5,1,1,0,0,1
Rafa Garcia,"5' 7""",155 lbs.,"70""",Orthodox,5-Aug-94,3,0,7,1,0,0,1,0
Rulon Gardner,"6' 3""",265 lbs.,,Orthodox,16-Aug-71,2,0,1,1,1,1,1,0
David Gardner,"5' 11""",155 lbs.,,Orthodox,17-May-77,0,1,0,0,0,0,1,0
Pablo Garza,"6' 1""",145 lbs.,"73""",Orthodox,16-Sep-83,3,0,3,1,1,0,0,1
Brian Gassaway,"6' 1""",170 lbs.,,Orthodox,7-Aug-72,0,0,4,0,0,0,0,0
Azamat Gashimov,"5' 6""",125 lbs.,,Orthodox,7-Apr-90,1,0,5,1,2,0,0,0
Willie Gates,"5' 8""",125 lbs.,"72""",Orthodox,21-Jan-87,2,0,4,0,0,0,1,0
Kelvin Gastelum,"5' 9""",185 lbs.,"71""",Southpaw,24-Oct-91,4,0,3,1,1,0,1,0
Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,28-Aug-84,2,0,6,0,1,0,0,1
Melissa Gatto,"5' 5""",135 lbs.,,Orthodox,5-Feb-96,0,0,0,0,0,0,0,0
Charlene Gellner,"5' 2""",125 lbs.,,,,2,0,3,0,0,0,0,2
Chad George,"5' 6""",135 lbs.,"68""",Southpaw,30-Apr-82,1,1,1,1,3,0,0,1
Paul Georgieff,"6' 2""",170 lbs.,,Orthodox,22-Sep-82,3,0,2,0,0,0,0,0
Brian Geraghty,"5' 7""",155 lbs.,,Orthodox,4-Nov-80,0,0,10,0,0,0,1,0
Derek Getzel,"6' 0""",155 lbs.,,,,0,0,0,0,0,0,0,0
Karine Gevorgyan,"5' 4""",125 lbs.,"63""",,9-Mar-89,1,0,2,1,0,0,0,0
Christos Giagos,"5' 10""",155 lbs.,"71""",Orthodox,23-Jan-90,3,0,3,1,3,0,1,0
Darrel Gholar,"5' 8""",194 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Joe Giannetti,"6' 0""",155 lbs.,"74""",Southpaw,5-Jul-95,2,0,3,0,1,0,0,0
Tiki Ghosn,"5' 10""",170 lbs.,,Orthodox,9-Feb-77,3,0,3,1,0,1,1,0
Nick Gibbons,"5' 10""",155 lbs.,,,,0,0,0,0,0,0,0,0
James Giboo,"5' 11""",170 lbs.,,Orthodox,6-Jan-78,1,0,7,0,0,0,0,0
Lance Gibson,"5' 9""",185 lbs.,,Orthodox,20-Nov-70,1,1,6,0,0,0,0,0
Lee Gibson,"5' 7""",155 lbs.,,,,0,0,0,0,0,0,0,0
Chase Gibson,"5' 10""",155 lbs.,"72""",Orthodox,7-Feb-90,3,1,6,1,0,0,0,0
Cody Gibson,"5' 10""",135 lbs.,"71""",Orthodox,11-Sep-87,2,0,3,1,2,0,1,0
Kenny Giddens,"5' 11""",155 lbs.,,,,0,0,0,0,0,0,0,0
Thomas Gifford,"6' 1""",155 lbs.,"75""",Orthodox,26-Jul-92,4,0,6,0,1,0,0,0
Kultar Gill,"6' 0""",154 lbs.,,Orthodox,24-Mar-79,1,1,0,0,2,1,0,0
Trevin Giles,"6' 0""",185 lbs.,"74""",Orthodox,6-Aug-92,3,1,2,1,1,1,1,0
Joey Gilbert,"5' 11""",155 lbs.,,Orthodox,5-Jun-76,1,0,4,0,0,0,0,0
Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,13-Nov-86,4,0,2,1,7,0,0,1
Jesse Gillespie,,185 lbs.,,,,0,0,0,0,0,0,0,0
Jason Gilliam,"6' 0""",170 lbs.,,Orthodox,,1,0,3,0,0,0,0,0
Krishaun Gilmore,,,,,,0,0,0,0,0,0,0,0
Alex Gilpin,"5' 7""",145 lbs.,,Orthodox,26-Mar-92,7,1,12,0,2,0,0,2
Bob Gilstrap,"6' 3""",200 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Demetrius Gioulacos,"5' 11""",185 lbs.,,,,0,0,0,0,0,0,0,0
Billy Giovanella,"5' 8""",125 lbs.,,,20-Aug-85,1,0,2,1,1,0,1,2
He-Man Gipson,,,,,,0,0,0,0,0,0,0,0
Israel Giron,"5' 8""",155 lbs.,,,16-Jan-74,0,0,0,0,0,0,0,0
Jason Glaza,"6' 0""",230 lbs.,,,,4,1,0,0,4,1,0,4
Joseph Gigliotti,"5' 11""",185 lbs.,,Orthodox,13-Aug-93,1,0,3,0,2,1,1,1
Brandon Girtz,"5' 7""",155 lbs.,,,6-Mar-85,3,1,2,0,6,1,1,0
Mike Glenn,,205 lbs.,,,9-Oct-77,0,0,0,0,0,0,0,0
Rick Glenn,"6' 0""",145 lbs.,"70""",Southpaw,12-Apr-89,4,0,4,1,1,0,1,0
Clint Godfrey,"5' 6""",135 lbs.,,Southpaw,21-Oct-82,1,0,1,1,1,0,1,0
Mark Godbeer,"6' 4""",240 lbs.,"77""",Orthodox,22-Nov-83,4,1,3,1,0,0,0,0
Jason Godsey,"6' 2""",230 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Jonny Goh,"5' 11""",155 lbs.,,,,0,0,0,0,0,0,0,0
Hannah Goldy,"5' 4""",125 lbs.,"61""",Orthodox,18-May-92,7,0,4,1,0,0,1,0
Allan Goes,"6' 0""",205 lbs.,,Orthodox,20-Apr-71,1,1,1,0,2,0,0,3
Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,15-Sep-92,4,1,4,0,0,1,1,1
Alan Gomez,,155 lbs.,,,,0,0,0,0,0,0,0,0
Sergio Gomez,"5' 6""",155 lbs.,,Orthodox,29-Apr-82,2,0,1,1,3,1,0,0
Frank Gomez,"5' 10""",135 lbs.,"67""",Orthodox,31-Mar-86,2,0,1,1,1,1,1,1
David Gomez,,155 lbs.,,,8-Aug-83,0,0,0,0,0,0,0,0
Ulysses Gomez,"5' 6""",125 lbs.,,Orthodox,25-May-83,3,0,4,1,0,0,0,0
Edson Gomez,"5' 8""",170 lbs.,"69""",Switch,23-Feb-91,3,0,9,0,0,0,0,0
Joey Gomez,"5' 10""",155 lbs.,"71""",Orthodox,29-Aug-89,4,0,3,1,2,0,0,0
Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,28-Jan-95,2,0,4,1,4,1,0,0
Silvana Gomez Juarez,"5' 3""",125 lbs.,,Orthodox,12-Jun-84,0,0,0,0,0,0,0,0
Akihiro Gono,"5' 7""",170 lbs.,"68""",Switch,7-Oct-74,2,0,3,1,1,1,0,1
Takanori Gomi,"5' 7""",155 lbs.,"70""",Southpaw,22-Sep-78,4,0,4,1,1,1,1,1
Gabriel Gonzaga,"6' 2""",242 lbs.,"76""",Orthodox,18-May-79,2,0,3,1,3,0,1,1
Nick Gonzalez,"5' 6""",155 lbs.,,Orthodox,3-Mar-81,1,0,2,0,0,0,1,0
Justin Gonzales,"5' 9""",145 lbs.,"72""",Orthodox,28-Apr-91,7,1,1,0,14,1,1,0
Fabian Gonzalez,"5' 10""",135 lbs.,,,,4,0,4,1,0,0,1,0
Fernando Gonzalez,"5' 9""",170 lbs.,"68""",Southpaw,15-Sep-83,4,0,4,1,1,0,0,1
Lewis Gonzalez,"5' 10""",170 lbs.,,Orthodox,19-Sep-87,1,0,2,0,2,0,1,0
Jorge Gonzalez,"6' 2""",205 lbs.,"76""",Orthodox,29-Feb-84,0,0,0,0,0,0,0,0
Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,28-Feb-90,3,0,3,1,0,0,0,1
Kier Gooch,,155 lbs.,,,21-Apr-86,0,0,0,0,0,0,0,0
Pearl Gonzalez,"5' 4""",115 lbs.,,Orthodox,12-Aug-86,2,0,4,1,1,0,0,1
Mikey Gonzalez,"5' 11""",155 lbs.,"74""",Orthodox,13-Aug-85,1,0,15,0,0,0,0,0
Jared Gooden,"6' 0""",170 lbs.,"77""",Orthodox,5-Dec-93,7,0,11,0,1,1,1,0
Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,26-May-85,5,0,4,1,0,1,1,0
Jordan Goodwin,,155 lbs.,,,,0,0,0,0,0,0,0,0
Gary Goodridge,"6' 3""",249 lbs.,,Orthodox,17-Jan-66,2,1,2,0,0,1,1,1
Tebaris Gordon,"6' 1""",265 lbs.,,Orthodox,19-Jul-88,4,0,49,0,0,0,0,0
Gerard Gordeau,"6' 5""",216 lbs.,,Orthodox,30-Mar-59,0,0,0,0,0,0,0,0
Eddie Gordon,"6' 0""",185 lbs.,"76""",Orthodox,22-Jul-83,2,0,3,1,2,1,1,0
Alex Gorgees,"6' 2""",155 lbs.,"74""",Switch,11-Aug-95,1,0,2,0,0,0,1,0
Malcolm Gordon,"5' 7""",125 lbs.,"71""",Switch,19-May-90,1,0,4,1,0,0,0,0
Jared Gordon,"5' 9""",145 lbs.,"68""",Orthodox,6-Sep-88,6,1,3,1,3,0,1,0
Tim Gorman,"5' 5""",135 lbs.,,Southpaw,29-Apr-83,3,0,6,0,1,0,0,0
Thibault Gouti,"5' 10""",155 lbs.,"72""",Orthodox,27-Feb-87,4,0,6,1,1,1,1,0
Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,13-Jul-79,2,0,2,0,4,1,0,1
Chase Gormley,"6' 3""",265 lbs.,,Orthodox,,4,0,6,0,3,0,0,1
Todd Gouwenberg,"6' 1""",205 lbs.,,Orthodox,25-Sep-74,1,0,3,0,2,0,1,0
Wilson Gouveia,"6' 1""",185 lbs.,"76""",Orthodox,3-Oct-78,3,0,4,1,1,1,1,2
Justin Governale,,145 lbs.,,,,0,0,0,0,0,0,0,0
Crosley Gracie,"5' 9""",190 lbs.,,Orthodox,18-Jul-79,2,0,2,1,3,1,1,1
Daniel Gracie,"6' 2""",225 lbs.,,Orthodox,,2,0,1,1,0,1,1,2
Hugo Govea,,,,,,0,0,0,0,0,0,0,0
Renzo Gracie,"5' 10""",185 lbs.,,Orthodox,11-Mar-67,2,0,2,1,1,0,0,1
Damian Grabowski,"6' 1""",241 lbs.,"75""",Orthodox,12-May-80,4,0,8,1,0,0,0,0
Ralph Gracie,"5' 9""",183 lbs.,,Orthodox,,1,0,2,0,0,0,0,4
Royce Gracie,"6' 1""",175 lbs.,,Southpaw,12-Dec-66,1,0,1,0,0,0,1,1
Rickson Gracie,"5' 10""",185 lbs.,,Switch,20-Nov-58,0,0,0,0,0,0,0,0
Ralek Gracie,"6' 2""",210 lbs.,,Orthodox,4-Oct-85,2,0,1,1,3,1,0,2
Ryan Gracie,"5' 9""",200 lbs.,,Orthodox,14-Aug-74,1,1,1,0,3,1,0,1
Royler Gracie,"5' 8""",150 lbs.,,Southpaw,6-Dec-65,0,0,0,0,0,0,0,0
Rodrigo Gracie,"6' 0""",183 lbs.,,Orthodox,11-Apr-75,1,1,1,0,1,1,1,0
Cesar Gracie,"5' 10""",181 lbs.,,Orthodox,,0,0,17,1,0,0,0,0
Rolles Gracie,"6' 4""",242 lbs.,,Orthodox,14-Jul-78,2,0,3,1,2,0,0,0
Roger Gracie,"6' 4""",185 lbs.,"79""",Orthodox,26-Sep-81,2,0,2,1,2,1,1,2
Igor Gracie,"5' 11""",170 lbs.,,,4-Feb-80,2,1,1,1,4,1,0,4
Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,11-Jul-88,5,0,8,1,1,0,0,1
Steven Graham,"6' 1""",290 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Miranda Granger,"5' 7""",125 lbs.,"68""",Orthodox,13-Apr-92,3,0,3,1,0,0,0,0
Scott Graham,"6' 4""",185 lbs.,,Orthodox,,1,0,2,0,0,0,0,0
Neiman Gracie,"6' 0""",170 lbs.,,,,1,1,0,1,6,1,0,6
Davey Grant,"5' 8""",135 lbs.,"69""",Orthodox,18-Dec-85,4,0,2,1,2,0,1,0
TJ Grant,"5' 10""",155 lbs.,"72""",Orthodox,26-Feb-84,4,1,3,1,2,0,0,1
Tony Gravely,"5' 5""",135 lbs.,"69""",Orthodox,28-Sep-91,4,1,3,0,6,1,1,1
Alexa Grasso,"5' 5""",125 lbs.,"66""",Orthodox,9-Aug-93,5,0,4,1,0,0,1,1
Shelton Graves,"6' 2""",255 lbs.,"76""",Southpaw,23-Oct-85,2,1,1,0,5,1,0,0
Michael Graves,"5' 10""",170 lbs.,"71""",Orthodox,8-Jan-91,1,1,1,1,5,1,1,0
Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,3-May-85,3,1,4,1,0,0,0,0
Dwight Grant,"6' 1""",170 lbs.,"76""",Switch,14-Sep-84,3,0,2,1,0,1,1,0
James Gray,"5' 9""",135 lbs.,,Orthodox,25-Oct-87,3,1,18,0,0,0,0,0
Sam Greco,"6' 2""",205 lbs.,,Orthodox,3-May-67,2,1,1,1,0,0,0,1
Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,29-Nov-85,4,0,4,1,2,1,1,1
Tyson Griffin,"5' 6""",145 lbs.,"68""",Orthodox,20-Apr-84,4,0,2,1,2,0,1,1
Gabe Green,"5' 10""",170 lbs.,"73""",Switch,2-May-93,7,0,7,0,1,1,1,1
Bobby Green,"5' 10""",155 lbs.,"71""",Orthodox,9-Sep-86,5,1,3,1,2,0,1,0
Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,29-Jul-81,4,1,3,1,2,0,1,1
Maurice Greene,"6' 7""",258 lbs.,"80""",Orthodox,5-Jul-86,4,0,4,0,0,0,0,1
Desmond Green,"5' 10""",155 lbs.,"73""",Southpaw,11-Oct-89,4,0,3,1,2,1,1,0
Forrest Griffin,"6' 3""",205 lbs.,"77""",Orthodox,16-Mar-79,4,0,3,1,1,0,1,1
Rodrigo Gripp de Sousa,"5' 11""",205 lbs.,,Orthodox,,0,0,5,1,0,0,0,10
Chuck Grigsby,"6' 6""",205 lbs.,,Orthodox,,1,0,3,0,0,0,1,0
Jordan Griffin,"5' 10""",145 lbs.,"73""",Southpaw,28-Feb-90,3,0,3,0,1,0,0,2
Chad Griggs,"6' 1""",205 lbs.,"73""",Orthodox,15-May-78,3,1,2,0,2,1,0,0
Maxim Grishin,"6' 3""",220 lbs.,"78""",Orthodox,2-May-84,3,0,2,1,0,0,1,0
Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,14-Oct-88,1,0,4,1,2,0,0,2
Garrett Gross,"5' 9""",155 lbs.,,Orthodox,8-Aug-88,2,0,2,0,0,0,1,0
Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,12-Nov-82,2,0,2,1,0,0,1,2
Neil Grove,"6' 6""",265 lbs.,,Orthodox,18-Jan-71,0,0,0,0,0,0,1,14
Wang Guan,"5' 9""",145 lbs.,"71""",Orthodox,14-Mar-86,5,0,3,1,0,0,0,0
Chris Gruetzemacher,"5' 8""",155 lbs.,"68""",Orthodox,16-Jun-86,7,1,6,1,0,0,1,0
Vik Grujic,"5' 11""",170 lbs.,"73""",Orthodox,6-Feb-77,2,0,3,0,1,0,0,0
Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,3-Jan-87,2,0,4,1,4,0,1,1
Nandor Guelmino,"6' 3""",230 lbs.,,,20-Dec-75,4,1,3,0,0,0,0,0
Fabricio Guerreiro,"5' 10""",145 lbs.,,,24-Jul-90,2,0,2,1,2,1,0,0
Brad Gumm,"5' 11""",170 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Leonardo Guimaraes,"6' 0""",185 lbs.,,Orthodox,15-Apr-82,2,1,3,0,0,0,1,1
Jason Guida,"5' 10""",214 lbs.,,,4-Aug-77,2,0,3,1,1,0,1,1
Shannon Gugerty,"5' 10""",155 lbs.,"71""",Orthodox,30-Dec-81,1,0,2,1,2,0,1,3
Clay Guida,"5' 7""",155 lbs.,"70""",Orthodox,8-Dec-81,2,0,3,1,3,0,1,1
Melvin Guillard,"5' 9""",155 lbs.,"71""",Orthodox,30-Mar-83,3,0,2,1,1,1,1,0
Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,25-Jun-83,5,1,4,1,2,0,0,0
Chris Guillen,"6' 0""",240 lbs.,,Orthodox,9-Dec-72,1,0,2,0,0,0,0,0
Fabio Gurgel,"6' 0""",205 lbs.,,Orthodox,,1,0,0,0,0,0,0,0
John Gunther,"5' 9""",155 lbs.,"72""",Orthodox,24-Nov-85,2,0,4,0,7,0,0,0
Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,25-Jan-77,3,0,4,1,1,0,1,1
John Gunderson,"5' 9""",155 lbs.,"69""",Orthodox,5-Jan-79,1,0,2,1,2,0,0,2
Andre Gusmao,"6' 0""",205 lbs.,,Orthodox,19-May-77,3,0,3,1,0,0,1,0
Alexander Gustafsson,"6' 5""",205 lbs.,"79""",Orthodox,15-Jan-87,4,0,3,1,2,0,1,0
Justin Guthrie,"6' 1""",170 lbs.,,,19-Jan-81,0,0,4,0,2,0,0,5
Horacio Gutierrez,"5' 10""",145 lbs.,,,15-Sep-90,1,0,3,0,0,0,1,0
Chris Gutierrez,"5' 9""",145 lbs.,"67""",Orthodox,22-Apr-91,4,1,2,1,1,1,1,0
Tim Hague,"6' 4""",260 lbs.,"76""",Orthodox,9-May-83,3,0,4,0,2,0,1,1
Steve Hadsel,"5' 8""",170 lbs.,,,,0,0,0,0,0,0,0,0
Keith Hackney,"5' 11""",200 lbs.,,Sideways,,0,0,0,0,0,0,0,0
Chelsea Hackett,"5' 4""",125 lbs.,"66""",Switch,16-Aug-98,3,1,5,0,0,0,1,0
Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,17-Sep-74,3,1,1,1,2,0,1,1
Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,8-Aug-86,3,0,3,1,1,1,0,0
Yazan Hajeh,"5' 9""",145 lbs.,,Orthodox,4-Sep-92,2,0,17,0,0,0,1,0
Kevin Haley,"6' 2""",205 lbs.,,,,1,1,1,1,3,1,0,2
Stoney Hale,"6' 0""",,,,18-Oct-79,0,0,0,0,0,0,0,0
Ryan Hall,"5' 10""",145 lbs.,"70""",Southpaw,22-Feb-85,2,0,1,1,0,0,0,1
Tony Halme,"6' 3""",300 lbs.,,Orthodox,6-Jan-63,0,0,0,0,0,0,0,0
Mark Hall,"6' 0""",190 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,2-Dec-75,1,0,2,0,2,0,0,2
Uriah Hall,"6' 0""",185 lbs.,"79""",Orthodox,31-Jul-84,3,1,4,1,1,0,1,0
Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,25-Aug-87,4,0,3,1,3,0,1,0
Frank Hamaker,,,,,,0,0,0,0,0,0,0,0
Kazuhiro Hamanaka,"6' 0""",185 lbs.,,Southpaw,24-Oct-78,2,0,1,1,0,0,1,0
Brandon Halsey,"6' 0""",185 lbs.,,,16-Sep-86,2,0,1,1,5,1,1,1
Seo Hee Ham,"5' 2""",115 lbs.,"62""",Southpaw,8-Mar-87,4,0,5,1,0,0,1,0
John Halverson,"5' 9""",155 lbs.,,Southpaw,8-Sep-72,3,0,5,0,0,0,1,2
Jeremy Hamilton,,185 lbs.,,,14-Nov-84,0,0,0,0,0,0,0,0
Anthony Hamilton,"6' 5""",260 lbs.,"76""",Orthodox,14-Apr-80,4,1,3,0,3,0,1,0
Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,5-Oct-76,4,0,4,1,3,0,1,0
CJ Hamilton,"5' 7""",125 lbs.,"68""",Switch,7-Oct-86,2,0,4,1,0,0,1,0
James Hammortree,"6' 3""",185 lbs.,,Orthodox,29-Nov-83,2,0,4,0,2,1,1,1
Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,7-Mar-82,5,0,4,1,2,0,0,0
Joachim Hansen,"5' 7""",150 lbs.,,Southpaw,26-May-79,2,0,2,1,2,1,0,2
Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,22-Aug-95,6,0,3,1,0,0,1,0
Dean Hancock,,155 lbs.,,,,8,1,2,1,2,0,1,2
Kay Hansen,"5' 2""",115 lbs.,"63""",Orthodox,14-Aug-99,4,1,3,1,2,0,1,2
Janay Harding,,135 lbs.,,,,0,0,0,0,0,0,0,0
Scott Harper,"6' 0""",185 lbs.,,Orthodox,14-Apr-72,1,1,5,0,3,1,0,0
Baru Harn,,265 lbs.,,,,0,0,0,0,0,0,0,0
Antoni Hardonk,"6' 4""",245 lbs.,"78""",Orthodox,5-Feb-76,3,1,3,0,0,0,0,1
Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,17-May-82,2,0,3,1,1,0,0,0
Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,28-Jul-88,5,1,3,1,0,0,1,0
Gerry Harris,"6' 8""",270 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Phil Harris,"5' 4""",125 lbs.,"65""",Orthodox,4-Sep-83,2,0,3,1,2,0,1,0
Dhafir Harris,,257 lbs.,,,4-Aug-77,0,0,0,0,0,0,0,0
Collin Hart,"6' 1""",185 lbs.,,Orthodox,12-Oct-89,6,0,8,1,2,0,1,0
Carlston Harris,"6' 0""",170 lbs.,,,9-Jul-87,0,0,0,0,0,0,0,0
Dale Hartt,"5' 10""",155 lbs.,"69""",Orthodox,4-Apr-79,1,0,2,1,1,1,0,3
Trevor Harris,"5' 6""",145 lbs.,,,,2,1,0,1,0,0,1,7
Walt Harris,"6' 5""",250 lbs.,"77""",Southpaw,10-Jun-83,3,0,3,1,0,0,1,0
Gerald Harris,"5' 11""",185 lbs.,"77""",Southpaw,19-Nov-79,1,0,2,1,3,1,1,0
Luke Hartwig,,,,,,0,0,0,0,0,0,0,0
Hidehiko Hasegawa,"5' 9""",170 lbs.,,,13-Jul-78,0,0,0,0,0,0,0,0
Justin Haskins,"5' 10""",170 lbs.,,Orthodox,30-Aug-79,2,0,3,1,2,0,1,1
Clay Harvison,"6' 1""",170 lbs.,"74""",Orthodox,25-Sep-80,3,0,4,1,1,1,1,1
Daiki Hata,"5' 6""",139 lbs.,,Orthodox,24-Aug-82,1,0,1,1,1,1,0,1
Chris Haseman,"5' 11""",205 lbs.,,Orthodox,2-Jun-69,1,1,5,0,0,0,0,2
Tomohiko Hashimoto,"6' 0""",250 lbs.,,Orthodox,,0,0,12,0,0,0,0,0
Takayo Hashi,"5' 4""",135 lbs.,,Orthodox,2-Oct-77,3,0,7,1,0,0,0,0
Hayder Hassan,"5' 10""",170 lbs.,,,20-Oct-82,2,0,3,0,0,0,0,0
Del Hawkins,"5' 5""",135 lbs.,,Orthodox,,1,0,2,0,0,0,0,0
John Hathaway,"6' 1""",170 lbs.,"75""",Orthodox,23-Jul-87,3,0,2,1,3,0,1,1
Justin Hawes,"5' 11""",205 lbs.,,,13-Jan-79,0,0,3,0,0,0,0,0
Chris Hawk,"6' 1""",205 lbs.,,,,0,0,0,0,0,0,0,0
Ryan Hayes,,,,,,0,0,0,0,0,0,0,0
Phil Hawes,"6' 0""",185 lbs.,"77""",Orthodox,8-Jan-89,3,1,4,0,3,0,0,0
Mike Hayes,"6' 4""",230 lbs.,,Orthodox,,5,1,1,1,0,0,1,4
Tommy Hayden,"5' 9""",145 lbs.,,Southpaw,11-Mar-86,1,0,2,1,3,0,1,0
Gerric Hayes,"5' 10""",,,,,0,0,0,0,0,0,0,0
Josh Haynes,"5' 9""",170 lbs.,,Orthodox,30-Jul-77,1,0,4,1,1,0,0,0
Dustin Hazelett,"6' 1""",170 lbs.,"76""",Orthodox,29-Apr-86,2,0,4,0,1,1,0,4
James Head,"6' 1""",170 lbs.,"73""",Orthodox,9-Feb-84,3,0,3,0,0,1,1,1
Pat Healy,"6' 0""",155 lbs.,"72""",Orthodox,20-Jul-83,3,0,3,1,3,0,1,1
Ryan Healy,"6' 1""",155 lbs.,,Orthodox,20-Jul-83,2,0,3,0,3,1,0,1
Spencer Hearns,"5' 11""",185 lbs.,,,,0,0,0,0,0,0,0,0
David Heath,"5' 11""",205 lbs.,"72""",Orthodox,10-Feb-76,1,0,5,0,0,1,1,1
Marcin Held,"5' 9""",155 lbs.,"71""",Orthodox,18-Jan-92,1,0,2,0,2,0,0,1
Delson Heleno,"5' 11""",185 lbs.,,Orthodox,16-Nov-77,1,1,5,0,0,0,0,0
Chris Heatherly,"5' 9""",155 lbs.,,Orthodox,24-Nov-87,1,0,3,1,3,1,1,1
Nick Hein,"5' 6""",155 lbs.,"66""",Southpaw,24-Apr-84,3,0,4,1,1,0,1,0
Ian Heinisch,"5' 11""",185 lbs.,"72""",Orthodox,5-Aug-88,3,1,3,1,1,0,1,1
Jake Hecht,"6' 0""",170 lbs.,"73""",Orthodox,9-Feb-84,3,0,3,1,2,0,0,0
Elisha Helsper,"5' 6""",135 lbs.,,Orthodox,6-Feb-83,0,0,0,0,0,0,0,0
Josh Hendricks,"6' 2""",235 lbs.,,Southpaw,28-Aug-76,1,0,12,0,0,0,0,0
Ron Henderson,"5' 10""",125 lbs.,,,,3,0,4,0,1,0,0,0
Benson Henderson,"5' 9""",170 lbs.,"70""",Southpaw,16-Nov-83,3,0,2,1,2,0,1,1
